Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
IE49043,"6,699",Basic,College,Disabled,F,21114,Suburban,Single,32,226,7,Medsize,y,y,y,y,0
ZL82075,"5,480",Basic,Master,Employed,M,56005,Suburban,Married,39,62,31,Small,y,y,n,y,0
DV24592,"2,472",Basic,College,Employed,F,63860,Urban,Married,44,62,26,Medsize,n,y,n,y,0
XF89906,"58,207",Extended,High School or Below,Disabled,M,29295,Suburban,Married,45,203,25,Large,n,y,n,y,0
AD71478,"3,430",Extended,High School or Below,Employed,M,54339,Rural,Married,26,116,10,Large,y,y,n,y,0
SE15781,"2,396",Basic,Bachelor,Unemployed,F,0,Suburban,Married,20,100,6,Large,n,n,y,y,1
YG71375,"5,964",Basic,College,Employed,F,98078,Suburban,Married,22,119,5,Large,y,y,n,y,0
KH95802,"2,606",Basic,College,Employed,M,20592,Urban,Single,29,93,15,Medsize,n,y,y,y,1
FW16824,"4,758",Basic,High School or Below,Employed,M,72805,Suburban,Married,24,90,13,Medsize,n,y,n,y,0
FK17363,"5,154",Extended,High School or Below,Employed,F,55645,Suburban,Divorced,37,135,23,Medsize,y,y,n,y,0
DK66277,"2,805",Basic,High School or Below,Employed,M,98859,Suburban,Divorced,23,116,3,Small,n,y,n,y,0
FX67699,"4,250",Basic,High School or Below,Unemployed,F,0,Suburban,Single,44,77,17,Small,n,y,n,y,0
LC92080,"7,248",Basic,College,Employed,M,23541,Rural,Married,19,96,12,Medsize,n,y,n,y,1
CQ57225,"5,009",Basic,Bachelor,Unemployed,M,0,Suburban,Single,17,103,4,Medsize,n,y,n,y,1
AM53473,"5,822",Basic,Bachelor,Employed,F,60087,Suburban,Single,29,96,21,Small,n,y,n,y,0
TE50227,"18,898",Extended,College,Unemployed,M,0,Suburban,Single,41,144,23,Medsize,y,y,n,y,0
IS45756,"4,757",Extended,College,Employed,F,48938,Suburban,Divorced,37,105,23,Large,n,y,n,y,0
QA71190,"8,084",Premium,Bachelor,Employed,F,31506,Suburban,Married,34,86,23,Small,n,n,n,y,0
LD53393,"7,417",Basic,Bachelor,Employed,M,67454,Suburban,Married,23,215,3,Large,n,n,n,y,0
JO35068,"2,539",Basic,Bachelor,Retired,M,18608,Suburban,Divorced,22,93,13,Medsize,y,y,n,y,1
EC71857,"2,433",Basic,Doctor,Employed,F,28519,Rural,Married,20,101,9,Medsize,n,y,n,y,0
LB19360,"4,171",Basic,Master,Employed,F,29462,Suburban,Single,48,107,28,Large,n,y,n,y,0
RM70340,"2,490",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,100,3,Small,n,y,n,y,1
YL34043,"3,759",Extended,Bachelor,Employed,F,58300,Rural,Married,45,72,25,Medsize,n,y,n,y,0
BQ88033,"42,389",Extended,College,Employed,M,82554,Rural,Married,18,170,6,Medsize,y,y,n,y,0
SG46572,"29,830",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,23,112,10,Medsize,n,y,n,y,0
LT94367,"26,135",Basic,College,Unemployed,M,0,Suburban,Divorced,17,157,1,Small,y,y,n,y,1
FV83989,"2,454",Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,24,95,3,Medsize,n,y,n,y,1
WO80705,"2,856",Basic,Bachelor,Employed,F,50738,Suburban,Divorced,29,105,11,Large,n,y,n,y,0
CT51200,"5,772",Basic,High School or Below,Employed,F,65709,Rural,Divorced,47,34,33,Medsize,n,y,n,y,0
IX65163,"8,099",Extended,College,Unemployed,M,0,Suburban,Single,43,109,22,Medsize,y,y,n,n,0
AP32891,"3,433",Extended,High School or Below,Unemployed,M,0,Suburban,Married,33,115,16,Medsize,y,y,y,y,1
AY29281,"9,408",Extended,Bachelor,Unemployed,F,0,Suburban,Single,21,123,11,Medsize,n,y,n,y,1
UK18731,"5,596",Basic,Bachelor,Retired,F,19651,Suburban,Married,23,118,3,Small,n,y,y,y,0
JT32550,"7,261",Basic,High School or Below,Unemployed,M,0,Suburban,Single,27,78,18,Small,y,n,n,y,0
MT91823,"13,438",Basic,College,Employed,F,69693,Suburban,Married,55,86,34,Small,y,y,n,y,0
FI11096,"7,324",Basic,High School or Below,Unemployed,F,0,Suburban,Single,21,118,10,Small,y,y,n,y,0
QF13998,"2,358",Basic,College,Unemployed,F,0,Urban,Married,17,93,5,Medsize,y,y,n,y,1
BC35753,"2,671",Basic,College,Employed,F,45525,Suburban,Married,22,112,1,Small,y,y,n,y,0
LX74249,"2,939",Basic,Bachelor,Employed,F,96765,Urban,Married,48,76,28,Medsize,n,y,n,y,0
VX43756,"4,911",Basic,College,Employed,M,32903,Rural,Married,28,106,4,Medsize,n,y,n,y,1
JZ61928,"5,499",Basic,College,Medical Leave,M,22520,Suburban,Married,32,99,17,Medsize,y,y,n,y,0
DT59560,"4,757",Premium,High School or Below,Employed,F,67486,Urban,Married,17,160,3,Large,y,y,n,y,0
CI99444,"2,927",Basic,College,Employed,F,92381,Urban,Married,38,50,24,Medsize,n,y,n,n,0
JF25129,"8,510",Basic,Master,Disabled,M,26057,Suburban,Divorced,17,102,3,Small,y,y,n,y,0
YB57848,"9,929",Extended,Doctor,Employed,F,75716,Rural,Single,26,287,2,Medsize,y,n,n,n,0
DJ27518,"10,090",Extended,High School or Below,Employed,F,63657,Suburban,Single,17,164,1,Medsize,y,n,n,y,0
DO95670,"5,073",Extended,Doctor,Employed,M,57709,Suburban,Married,35,169,10,Medsize,y,y,n,y,0
WV53830,"16,302",Extended,Master,Retired,F,19614,Suburban,Married,40,73,21,Medsize,y,y,n,y,0
LY30169,"3,360",Extended,High School or Below,Employed,M,75216,Rural,Married,30,78,23,Medsize,n,y,n,y,0
AH41449,"7,907",Basic,College,Employed,M,24666,Rural,Married,54,75,32,Medsize,n,y,n,y,0
GV21882,"28,328",Basic,High School or Below,Medical Leave,F,20799,Urban,Single,36,119,20,Medsize,y,y,n,y,0
FH14955,"4,468",Basic,College,Unemployed,M,0,Suburban,Single,33,76,10,Medsize,n,y,n,y,1
JA60749,"9,036",Premium,High School or Below,Employed,F,34337,Suburban,Married,34,127,20,Large,n,n,n,n,0
PB81005,"5,364",Extended,Bachelor,Employed,M,53562,Urban,Married,45,113,24,Medsize,n,y,n,y,0
OY88200,"2,707",Basic,College,Medical Leave,F,22664,Suburban,Divorced,27,111,0,Small,n,n,y,y,1
ZT72561,"6,168",Premium,High School or Below,Employed,M,27289,Suburban,Married,23,178,4,Medsize,y,y,n,y,0
ZF95586,"2,476",Basic,Master,Employed,F,54831,Rural,Married,17,73,7,Medsize,y,y,y,y,1
LV44800,"3,057",Extended,High School or Below,Employed,F,78310,Suburban,Married,17,96,4,Medsize,n,y,y,y,0
FC46260,"5,218",Basic,Bachelor,Employed,F,39854,Urban,Divorced,17,112,6,Medsize,y,y,n,y,0
HY68437,"6,744",Extended,High School or Below,Unemployed,M,0,Suburban,Married,27,136,3,Medsize,n,y,n,n,0
XL50897,"15,740",Extended,Master,Employed,F,48096,Urban,Married,19,147,10,Medsize,n,n,n,y,0
AR83514,"7,154",Extended,High School or Below,Employed,F,59522,Suburban,Married,19,129,0,Small,y,y,n,y,0
NA43540,"8,263",Extended,High School or Below,Unemployed,M,0,Rural,Married,36,119,11,Large,n,y,n,y,1
JP22499,"3,143",Extended,Bachelor,Employed,M,43285,Urban,Single,44,69,35,Medsize,n,y,n,y,0
KW84736,"2,692",Basic,College,Employed,M,33104,Suburban,Married,31,112,10,Small,n,y,n,y,0
EU21305,"2,501",Basic,College,Employed,M,56172,Suburban,Divorced,17,110,0,Small,n,y,n,y,1
YT96284,"3,729",Extended,Master,Employed,M,83632,Rural,Married,17,128,7,Medsize,n,y,n,y,0
RH96816,"2,937",Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,35,109,16,Medsize,n,y,n,y,0
JB20173,"10,392",Extended,Bachelor,Employed,M,81439,Rural,Single,36,96,25,Medsize,n,y,n,y,0
RR73059,"2,994",Basic,College,Employed,F,55911,Urban,Married,25,120,7,Medsize,n,y,n,y,0
CH38655,"14,204",Basic,Bachelor,Employed,M,90456,Rural,Married,49,59,26,Medsize,y,y,n,y,0
IG12691,"4,491",Basic,Bachelor,Unemployed,F,0,Urban,Single,21,78,13,Medsize,y,y,n,y,1
NZ60700,"10,964",Premium,High School or Below,Employed,M,55687,Suburban,Divorced,46,268,33,Medsize,n,y,n,y,0
JL21509,"3,509",Extended,College,Medical Leave,M,20978,Suburban,Married,29,98,19,Small,y,y,n,y,0
GR76453,"4,943",Basic,High School or Below,Employed,M,82093,Urban,Divorced,44,76,17,Medsize,n,y,y,y,0
US63915,"6,219",Premium,High School or Below,Employed,M,51944,Suburban,Married,23,190,12,Medsize,n,y,n,n,0
VY30333,"6,156",Extended,College,Employed,M,78824,Urban,Divorced,31,85,10,Medsize,n,y,n,y,0
AC42963,"21,424",Basic,Bachelor,Unemployed,M,0,Suburban,Married,26,87,9,Medsize,n,y,n,y,1
AT89553,"5,927",Extended,College,Retired,M,23091,Suburban,Married,45,88,28,Medsize,n,n,n,y,0
DN76322,"10,295",Extended,College,Employed,F,24723,Suburban,Married,44,137,20,Medsize,y,y,n,y,0
EZ48093,"2,711",Basic,Bachelor,Employed,M,31998,Suburban,Married,48,55,31,Small,n,n,n,y,0
DA34555,"3,363",Extended,College,Employed,F,80138,Urban,Married,17,129,3,Medsize,y,y,n,n,0
RK63095,"3,123",Extended,College,Employed,M,72916,Suburban,Single,32,80,25,Medsize,n,n,n,y,0
OG69038,"6,221",Basic,High School or Below,Unemployed,F,0,Suburban,Single,19,89,5,Large,n,y,n,y,0
SO98684,"3,455",Extended,High School or Below,Unemployed,F,0,Suburban,Single,36,121,16,Small,n,y,n,y,0
BZ85306,"11,855",Premium,Bachelor,Unemployed,F,0,Suburban,Single,33,188,10,Medsize,n,y,n,y,0
EV14479,"7,164",Extended,Bachelor,Employed,M,44527,Urban,Married,44,118,20,Large,y,n,n,y,0
YD71702,"3,158",Extended,Bachelor,Employed,M,46655,Urban,Single,41,60,27,Medsize,n,y,n,y,1
UC69263,"8,336",Basic,Bachelor,Unemployed,M,0,Suburban,Single,18,89,10,Medsize,n,y,n,y,1
DH25145,"5,809",Basic,High School or Below,Employed,F,26975,Suburban,Married,36,107,14,Small,y,y,n,y,0
KU94282,"10,016",Basic,Master,Employed,F,62900,Rural,Married,23,108,3,Medsize,n,y,n,y,1
UT18598,"4,915",Basic,Bachelor,Disabled,F,14232,Suburban,Married,33,88,13,Small,n,y,y,y,1
DA40009,"2,751",Basic,Bachelor,Employed,F,34200,Rural,Divorced,53,56,27,Medsize,y,y,n,y,0
HU87011,"5,677",Extended,Bachelor,Unemployed,F,0,Suburban,Married,39,107,13,Medsize,n,n,n,y,0
EK40672,"2,393",Basic,College,Medical Leave,M,22981,Rural,Single,41,51,30,Large,n,y,n,y,0
ZH92587,"8,127",Basic,College,Disabled,F,14616,Suburban,Married,34,113,22,Medsize,n,y,n,y,0
EJ95100,"2,775",Basic,Master,Unemployed,F,0,Suburban,Divorced,17,104,4,Medsize,y,n,n,y,1
WS56675,"4,301",Premium,High School or Below,Employed,F,88590,Rural,Married,17,147,0,Medsize,n,y,n,y,1
UF28233,"5,221",Basic,High School or Below,Employed,F,60445,Urban,Married,30,85,8,Medsize,y,y,n,y,0
HQ76003,"12,384",Basic,High School or Below,Employed,F,40602,Urban,Single,41,111,14,Medsize,n,n,y,y,0
SS90882,"7,681",Basic,College,Employed,F,66795,Urban,Married,40,70,14,Medsize,n,y,n,y,0
ZN71189,"4,014",Extended,Doctor,Employed,F,37384,Suburban,Married,20,135,9,Medsize,n,y,n,y,1
VX85673,"4,250",Basic,High School or Below,Unemployed,F,0,Suburban,Single,44,61,17,Small,y,n,n,y,0
NP19156,"4,625",Basic,Master,Employed,F,28264,Urban,Divorced,41,55,22,Medsize,n,y,n,n,0
ZV43428,"27,790",Extended,Bachelor,Employed,F,33806,Urban,Divorced,51,63,32,Medsize,n,n,n,y,0
NK53911,"7,346",Extended,High School or Below,Employed,M,79980,Suburban,Married,34,75,22,Medsize,y,y,n,y,0
BG73480,"5,324",Extended,High School or Below,Employed,F,64706,Rural,Single,21,163,0,Medsize,n,y,n,y,0
VY58444,"4,426",Basic,College,Employed,F,29660,Urban,Married,51,82,29,Small,n,y,n,n,0
SJ15498,"6,852",Extended,Bachelor,Employed,F,26313,Suburban,Single,29,133,6,Medsize,n,n,n,y,0
ZB71094,"3,534",Extended,Bachelor,Medical Leave,M,19861,Suburban,Married,37,93,27,Medsize,y,y,n,n,0
UI99818,"4,349",Basic,College,Employed,F,75648,Rural,Married,43,108,28,Large,y,y,n,y,0
WS24655,"29,677",Premium,College,Employed,F,33992,Suburban,Single,32,200,15,Medsize,n,n,n,y,0
LZ98947,"24,239",Basic,Bachelor,Unemployed,F,0,Suburban,Single,31,125,19,Medsize,y,y,y,y,0
IC94523,"11,639",Basic,College,Medical Leave,F,25370,Suburban,Married,37,118,10,Large,y,y,n,y,0
TK59338,"13,559",Basic,College,Employed,M,98036,Suburban,Married,36,119,18,Medsize,y,n,n,y,0
BV36386,"4,283",Basic,College,Employed,F,40864,Rural,Married,37,125,16,Medsize,n,n,n,y,0
QT63794,"9,145",Basic,Bachelor,Employed,F,21150,Suburban,Married,28,154,8,Medsize,n,y,n,y,0
LF36128,"7,434",Basic,College,Employed,F,49057,Rural,Single,24,93,16,Medsize,y,y,y,y,0
JK53304,"6,159",Extended,High School or Below,Employed,F,97658,Suburban,Married,17,110,7,Medsize,y,y,n,y,0
HU76577,"3,883",Basic,Bachelor,Unemployed,M,0,Suburban,Married,27,135,10,Medsize,n,y,n,y,0
JG81480,"10,623",Basic,Bachelor,Employed,F,25634,Rural,Married,26,103,12,Medsize,n,y,n,y,0
CC88237,"5,257",Basic,High School or Below,Employed,M,56154,Suburban,Single,17,111,6,Small,y,y,y,y,0
OV64984,"4,881",Basic,Bachelor,Employed,M,90892,Rural,Married,17,107,1,Medsize,y,n,n,y,1
VG45203,"13,198",Basic,College,Unemployed,F,0,Suburban,Single,32,84,19,Large,n,y,y,y,0
YQ42353,"5,334",Basic,Doctor,Employed,M,72960,Rural,Single,37,112,11,Medsize,n,n,n,y,0
AP46166,"4,965",Basic,High School or Below,Unemployed,F,0,Suburban,Single,17,99,4,Small,n,y,n,y,1
UI36374,"5,470",Extended,Bachelor,Employed,F,54507,Suburban,Married,31,140,20,Medsize,y,n,n,y,0
ZR76229,"3,714",Extended,College,Employed,F,81190,Urban,Married,28,120,9,Small,n,y,y,y,0
ZD65365,"2,895",Basic,College,Employed,F,28204,Suburban,Married,17,95,6,Medsize,y,n,n,y,0
XI84293,"1,941",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,98,5,Large,y,y,y,y,1
MT97446,"2,647",Basic,Master,Employed,F,26441,Urban,Married,58,52,32,Medsize,n,y,n,y,0
GM48223,"5,462",Basic,Bachelor,Employed,F,42650,Rural,Married,26,75,10,Medsize,n,y,y,y,0
YQ42614,"2,662",Basic,High School or Below,Employed,M,29195,Suburban,Divorced,23,102,2,Small,n,y,n,n,1
ZK56389,"2,397",Basic,High School or Below,Retired,F,22283,Suburban,Divorced,29,65,16,Medsize,y,y,y,y,0
MK19833,"4,568",Basic,College,Disabled,M,15383,Suburban,Married,28,101,10,Medsize,n,n,n,y,1
TO12347,"5,535",Basic,Bachelor,Disabled,M,16101,Suburban,Divorced,30,68,16,Small,y,y,n,y,0
KE63160,"6,057",Extended,Bachelor,Retired,M,27681,Suburban,Married,23,103,13,Medsize,y,y,n,y,0
SR49919,"10,657",Extended,Bachelor,Employed,F,72540,Suburban,Married,17,134,7,Medsize,y,n,n,y,0
CI38171,"13,798",Basic,Bachelor,Employed,F,42780,Suburban,Single,23,219,11,Medsize,n,y,n,y,0
VK42108,"18,060",Basic,Bachelor,Employed,F,57882,Suburban,Single,20,147,1,Medsize,n,n,n,y,0
NB86692,"2,690",Basic,College,Employed,F,60060,Urban,Married,35,59,24,Medsize,n,y,n,y,0
YN15967,"7,409",Extended,College,Employed,M,61160,Urban,Single,22,142,2,Small,n,y,n,y,0
KU56071,"4,992",Basic,College,Employed,F,93416,Urban,Married,17,88,5,Medsize,y,n,n,y,0
LN47910,"4,434",Premium,College,Employed,F,83220,Suburban,Married,17,124,9,Medsize,n,y,n,y,1
CY80935,"14,749",Extended,High School or Below,Employed,M,31226,Suburban,Married,42,83,31,Medsize,y,y,n,n,0
SA84892,"4,916",Extended,High School or Below,Employed,F,66982,Suburban,Married,22,133,12,Medsize,y,n,y,y,0
LY93301,"12,496",Basic,Bachelor,Unemployed,M,0,Suburban,Single,58,27,32,Medsize,n,n,n,y,0
FG63647,"12,878",Premium,Bachelor,Unemployed,M,0,Suburban,Married,17,153,8,Medsize,n,y,y,y,0
VX79712,"6,776",Extended,Doctor,Employed,M,27354,Suburban,Married,17,132,2,Medsize,n,y,n,y,1
UH59257,"7,541",Extended,Doctor,Employed,M,61726,Suburban,Married,48,56,33,Medsize,y,n,n,y,0
ME84824,"5,990",Premium,College,Employed,M,66839,Suburban,Single,57,130,33,Medsize,n,y,n,y,0
ZR68364,"9,171",Extended,College,Employed,M,60433,Suburban,Married,17,123,0,Medsize,y,y,n,y,0
WQ25142,"21,529",Extended,Bachelor,Disabled,M,11538,Suburban,Married,54,46,35,Medsize,y,y,n,y,0
OW84481,"2,676",Basic,High School or Below,Employed,M,67837,Suburban,Married,43,67,19,Medsize,n,y,y,y,0
FU77365,"9,246",Basic,Bachelor,Employed,F,40032,Suburban,Married,17,144,1,Medsize,y,y,y,y,1
MR46875,"4,861",Basic,Master,Employed,M,41126,Urban,Divorced,54,51,28,Medsize,n,y,n,y,0
PT46181,"2,471",Basic,College,Employed,M,65176,Suburban,Married,42,68,24,Medsize,y,y,y,y,0
LT41574,"2,761",Basic,Bachelor,Employed,F,34717,Suburban,Married,32,92,7,Medsize,y,y,n,y,0
WX16395,"4,270",Extended,College,Unemployed,M,0,Suburban,Married,38,98,27,Medsize,y,y,n,y,0
HD82971,"3,136",Extended,High School or Below,Unemployed,F,0,Suburban,Single,30,123,15,Medsize,y,y,y,y,1
ZC17276,"7,755",Premium,Master,Unemployed,M,0,Suburban,Single,18,134,7,Medsize,n,y,n,y,0
OR27665,"4,928",Basic,Bachelor,Unemployed,F,0,Rural,Married,46,35,29,Medsize,y,y,n,y,0
VO75043,"6,662",Extended,Bachelor,Unemployed,M,0,Suburban,Married,25,111,6,Medsize,n,y,n,y,1
LZ78622,"6,530",Extended,High School or Below,Employed,M,44379,Suburban,Married,17,113,10,Medsize,y,y,n,y,0
PK24825,"3,293",Extended,College,Unemployed,F,0,Suburban,Single,17,140,3,Large,n,n,n,y,1
HG93801,"5,155",Extended,High School or Below,Employed,M,82730,Urban,Married,36,143,13,Large,n,n,y,y,0
PJ36749,"5,597",Extended,High School or Below,Employed,F,37995,Suburban,Married,36,139,16,Medsize,n,y,n,y,0
IJ33473,"20,767",Basic,Bachelor,Unemployed,F,0,Suburban,Single,34,85,9,Medsize,n,y,y,y,1
CH96412,"5,423",Basic,Doctor,Employed,F,85018,Rural,Married,31,64,22,Large,y,y,y,y,0
PR74833,"5,553",Extended,Bachelor,Unemployed,M,0,Suburban,Single,17,135,1,Medsize,y,y,n,y,0
ZS36394,"5,504",Basic,Bachelor,Unemployed,F,0,Suburban,Married,37,95,18,Medsize,n,y,n,y,0
DP50922,"12,664",Basic,High School or Below,Employed,M,72109,Suburban,Married,48,107,31,Medsize,y,y,n,y,0
VY23882,"5,548",Basic,Bachelor,Employed,M,67798,Suburban,Divorced,17,115,1,Medsize,y,y,n,y,0
UH62357,"4,390",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,36,142,10,Medsize,y,y,n,y,1
BG74433,"2,605",Basic,Bachelor,Unemployed,F,0,Suburban,Single,26,100,19,Medsize,y,y,n,y,0
TI19394,"2,919",Basic,College,Employed,M,80714,Suburban,Married,29,70,18,Small,y,n,n,y,0
AQ91207,"2,488",Basic,High School or Below,Employed,M,38667,Urban,Married,34,79,9,Medsize,n,y,n,y,1
QL46987,"9,083",Premium,Bachelor,Employed,F,34430,Rural,Divorced,25,143,16,Medsize,n,n,n,y,0
BS34332,"5,558",Basic,High School or Below,Employed,F,83576,Suburban,Married,45,33,35,Medsize,n,y,n,y,0
IJ26642,"5,107",Basic,Bachelor,Employed,F,35625,Urban,Married,37,93,10,Medsize,n,y,n,y,0
XS36281,"5,570",Extended,College,Employed,F,85718,Urban,Single,23,181,4,Medsize,n,y,n,y,0
SR47878,"5,595",Basic,High School or Below,Employed,F,74454,Suburban,Single,33,81,25,Medsize,n,y,n,y,0
HG53255,"11,244",Extended,College,Employed,M,66146,Urban,Single,26,128,2,Medsize,n,y,n,y,0
QV65644,"6,114",Extended,High School or Below,Unemployed,M,0,Suburban,Single,30,92,18,Medsize,n,y,y,y,0
ZW76597,"5,271",Basic,Bachelor,Retired,F,13215,Suburban,Married,46,72,30,Small,n,y,n,y,0
SM80235,"2,747",Basic,High School or Below,Employed,M,62302,Suburban,Single,17,84,7,Small,n,y,y,y,0
FE24232,"4,730",Extended,High School or Below,Unemployed,F,0,Suburban,Married,36,128,13,Medsize,y,n,n,y,1
BY78730,"8,880",Basic,High School or Below,Employed,F,52583,Urban,Single,32,153,12,Small,n,y,n,y,0
CR40615,"3,106",Extended,Bachelor,Disabled,M,22076,Suburban,Single,48,77,30,Medsize,n,y,n,y,0
WL24392,"5,860",Basic,Bachelor,Employed,M,94527,Rural,Married,24,87,16,Medsize,n,y,n,y,0
MZ81826,"9,036",Premium,High School or Below,Employed,F,34337,Suburban,Married,30,109,20,Large,n,y,n,y,0
EO99750,"7,257",Premium,Master,Employed,F,29053,Rural,Married,45,169,34,Small,y,y,n,y,0
HF82396,"14,429",Basic,High School or Below,Unemployed,F,0,Suburban,Single,25,96,2,Small,n,y,n,y,0
DH68319,"2,788",Basic,College,Employed,F,62506,Suburban,Married,24,91,3,Large,n,y,n,y,1
EG12987,"4,845",Basic,Bachelor,Unemployed,F,0,Rural,Married,17,89,7,Large,n,y,n,y,1
ZU71467,"5,460",Basic,Bachelor,Employed,M,45404,Urban,Married,24,84,13,Medsize,y,y,n,y,0
AD95939,"26,512",Extended,Bachelor,Employed,M,28773,Suburban,Single,24,249,14,Medsize,n,n,n,y,0
TB71474,"3,141",Extended,College,Employed,F,24019,Rural,Married,25,97,14,Medsize,n,y,n,y,0
WN76039,"2,545",Basic,Bachelor,Unemployed,F,0,Suburban,Single,28,95,6,Medsize,n,n,n,y,1
HI16472,"8,356",Basic,College,Employed,F,23666,Suburban,Married,17,130,7,Medsize,n,y,n,y,0
VG43444,"3,837",Extended,Bachelor,Employed,M,36794,Suburban,Single,17,139,0,Large,y,y,n,y,1
QI11566,"2,535",Basic,Bachelor,Disabled,F,25163,Suburban,Married,43,55,32,Small,y,y,n,y,0
JM98365,"5,762",Basic,Doctor,Employed,M,66156,Suburban,Married,19,86,11,Medsize,n,n,n,y,0
CP67787,"15,937",Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,17,94,7,Medsize,y,n,n,y,0
LM83004,"12,553",Basic,High School or Below,Disabled,M,10147,Suburban,Married,42,77,15,Medsize,n,y,n,n,0
JM77470,"2,352",Basic,College,Unemployed,F,0,Suburban,Divorced,17,110,4,Medsize,n,y,n,y,1
WI47826,"4,936",Basic,College,Employed,F,95765,Suburban,Married,31,71,14,Medsize,y,n,n,n,0
GE39783,"5,356",Basic,College,Employed,F,60752,Suburban,Married,17,103,4,Medsize,n,y,n,y,1
JN96178,"3,740",Basic,High School or Below,Unemployed,M,0,Suburban,Married,54,82,27,Large,y,y,n,y,0
KH41809,"2,489",Basic,College,Employed,F,31058,Urban,Married,17,105,5,Medsize,n,y,n,y,1
KX86150,"7,188",Extended,High School or Below,Medical Leave,M,13542,Suburban,Married,25,116,5,Small,y,y,n,y,0
GX33877,"35,022",Extended,Bachelor,Employed,F,25270,Suburban,Married,41,67,34,Small,n,y,n,y,0
IQ15028,"2,662",Basic,Bachelor,Medical Leave,F,24152,Suburban,Married,33,104,17,Large,n,y,n,y,0
WE11250,"12,201",Basic,College,Employed,F,60282,Rural,Married,39,118,23,Large,n,y,n,y,0
OX61728,"29,007",Basic,High School or Below,Employed,F,40252,Suburban,Divorced,32,108,12,Medsize,n,n,n,y,0
VW39046,"3,874",Basic,College,Retired,M,28142,Suburban,Married,33,113,18,Medsize,y,y,n,n,0
VE52406,"2,472",Basic,High School or Below,Employed,M,95697,Rural,Married,26,65,16,Medsize,n,y,n,y,1
KQ30179,"2,689",Basic,Bachelor,Employed,M,89771,Rural,Married,25,73,10,Medsize,n,y,n,y,0
KH58171,"2,551",Basic,Master,Employed,M,79751,Suburban,Married,34,79,15,Small,y,y,y,y,0
CA58346,"4,950",Basic,High School or Below,Unemployed,F,0,Suburban,Single,45,61,27,Medsize,y,y,n,y,0
ZU76536,"6,144",Extended,High School or Below,Employed,F,45032,Rural,Married,25,105,13,Medsize,y,y,y,y,0
UN69319,"8,837",Basic,Master,Employed,M,62277,Rural,Single,25,157,9,Medsize,y,y,n,y,0
MG66142,"9,517",Extended,Bachelor,Unemployed,F,0,Suburban,Married,27,105,13,Small,y,n,n,y,0
MV97958,"2,880",Basic,Bachelor,Employed,F,40525,Rural,Married,27,99,3,Medsize,y,y,n,y,0
AG58599,"2,805",Basic,High School or Below,Employed,F,26004,Suburban,Married,21,84,12,Medsize,n,y,n,y,1
UG35090,"6,046",Extended,College,Employed,F,82399,Rural,Single,26,87,18,Medsize,n,n,n,y,0
IX85835,"5,246",Basic,Bachelor,Employed,F,28909,Suburban,Married,32,80,15,Medsize,n,y,n,y,0
FP67680,"4,773",Extended,High School or Below,Medical Leave,M,15323,Suburban,Married,54,128,30,Medsize,n,y,n,y,0
WY21918,"3,868",Extended,College,Employed,F,79628,Suburban,Single,20,126,6,Medsize,n,y,n,n,0
PM92089,"3,383",Extended,High School or Below,Unemployed,F,0,Suburban,Single,46,103,23,Medsize,y,y,n,y,0
AY59197,"9,521",Extended,College,Employed,M,27769,Rural,Married,51,113,24,Small,y,y,n,y,0
VI14418,"7,615",Premium,Bachelor,Medical Leave,M,16707,Suburban,Divorced,30,146,9,Medsize,y,y,n,y,0
QI60335,"11,308",Basic,College,Unemployed,F,0,Suburban,Single,30,86,4,Medsize,y,y,n,y,0
BS87947,"3,351",Extended,Bachelor,Employed,F,94395,Suburban,Married,39,71,23,Medsize,n,y,n,y,0
DW88734,"2,683",Basic,Bachelor,Employed,M,84895,Suburban,Married,33,49,24,Small,n,y,n,y,0
BU72633,"42,562",Basic,Master,Employed,M,66661,Suburban,Single,42,133,23,Medsize,n,y,n,y,0
VK94891,"2,087",Basic,High School or Below,Unemployed,M,0,Suburban,Single,39,52,26,Medsize,n,y,n,y,1
VE75717,"4,869",Extended,High School or Below,Employed,F,31447,Suburban,Married,23,143,12,Large,n,y,n,y,0
JG16015,"5,021",Extended,College,Employed,F,61987,Suburban,Married,39,103,24,Medsize,y,y,n,y,0
CD68182,"3,672",Extended,College,Employed,F,42460,Urban,Married,55,95,28,Medsize,y,n,n,y,0
WM64930,"5,253",Premium,College,Medical Leave,M,12811,Suburban,Married,37,154,27,Medsize,y,y,n,y,0
BJ82316,"12,037",Basic,Bachelor,Employed,M,44428,Suburban,Single,44,96,17,Medsize,y,y,n,y,0
XB61209,"3,509",Extended,College,Unemployed,F,0,Suburban,Single,41,97,19,Small,n,y,n,y,0
AT26484,"3,818",Premium,College,Employed,M,25221,Suburban,Married,23,135,10,Small,y,y,n,y,0
